id;the_geom;type;flats;height;levels
buildings.2684;MULTIPOLYGON (((165034.38449821013 5390882.660625598, 165029.20814188826 5390874.847163894, 165021.88331939408 5390879.759359089, 165027.05967571595 5390887.542123682, 165034.38449821013 5390882.660625598)));yes;1;0.0;0
buildings.2685;MULTIPOLYGON (((167754.509651591 5390098.4307054505, 167757.14792352283 5390103.09689971, 167764.28350288267 5390098.998630283, 167761.60070315457 5390094.332438093, 167754.509651591 5390098.4307054505)));yes;1;0.0;0
buildings.2686;MULTIPOLYGON (((166018.31521343373 5390390.456108893, 166018.25955368835 5390395.997389514, 166026.66417524323 5390395.644343834, 166026.9424739702 5390389.949565399, 166018.31521343373 5390390.456108893)));yes;1;0.0;0
buildings.2687;MULTIPOLYGON (((167926.553924612 5390777.73973991, 167921.43322803552 5390779.274784535, 167921.24398490117 5390778.768219779, 167916.724413575 5390780.119059188, 167920.1753177896 5390791.708655382, 167924.72828496303 5390790.311762885, 167924.583569625 5390789.805197526, 167929.73766204872 5390788.224099767, 167926.553924612 5390777.73973991)));yes;1;0.0;0
buildings.2688;MULTIPOLYGON (((166406.77570850597 5389358.577008614, 166414.94655913016 5389334.234964152, 166411.23962008674 5389332.976423874, 166403.02424166622 5389357.303116933, 166406.77570850597 5389358.577008614)));yes;1;0.0;0
buildings.2689;MULTIPOLYGON (((168572.20697121302 5389757.71278013, 168581.49101674516 5389756.515577327, 168581.06800268014 5389752.985364845, 168571.75056130075 5389754.167218442, 168571.85074884247 5389754.873260922, 168572.20697121302 5389757.71278013)));yes;1;0.0;0
buildings.2690;MULTIPOLYGON (((167345.2658075877 5391826.065598405, 167343.72959861477 5391826.464755156, 167345.5329743656 5391833.710988413, 167351.61101856292 5391832.191121218, 167351.05442110894 5391829.903644804, 167350.48669170594 5391827.754338627, 167353.91533202236 5391826.925320658, 167354.43853362906 5391829.059274461, 167356.93209022286 5391828.445186984, 167357.0100138664 5391828.844343841, 167359.30319537673 5391828.260960749, 167355.75210362044 5391813.922030055, 167353.32533872116 5391814.53611657, 167353.21401923033 5391814.136960334, 167349.75198306667 5391814.965977153, 167349.86330255747 5391815.395837758, 167347.3252181674 5391816.055980864, 167348.4495450244 5391820.569518722, 167346.31221080117 5391821.122196977, 167346.23428715763 5391820.8458578475, 167344.0969529344 5391821.383183945, 167345.2658075877 5391826.065598405)));yes;1;0.0;0
buildings.2691;MULTIPOLYGON (((167015.19238543656 5390460.482175879, 167027.2371543404 5390468.494837198, 167022.41702038905 5390473.606366144, 167026.01263994168 5390476.354005991, 167026.76961247908 5390476.937303939, 167036.9776097848 5390465.286701853, 167024.20926419084 5390453.973812399, 167020.05704718427 5390456.967045033, 167015.19238543656 5390460.482175879)));yes;1;0.0;0
buildings.2692;MULTIPOLYGON (((166844.9626201155 5390962.192523335, 166842.9811331794 5390967.043361814, 166849.56011508525 5390969.560886584, 166851.45254642874 5390964.510486974, 166850.6176502478 5390964.2341734, 166844.9626201155 5390962.192523335)));yes;1;0.0;0
buildings.2693;MULTIPOLYGON (((168357.95034728321 5392047.753765847, 168356.04678399063 5392035.302856242, 168344.870307115 5392037.022339682, 168339.43791596428 5392037.8667289885, 168340.40639553414 5392044.161269869, 168343.1114591605 5392043.746751189, 168344.00201508682 5392049.61142457, 168342.24316713226 5392049.88777053, 168342.9222160261 5392054.324659536, 168350.87042766873 5392053.096454753, 168350.23590657124 5392048.935912263, 168357.95034728321 5392047.753765847)));yes;1;0.0;0
buildings.2694;MULTIPOLYGON (((166612.8837457097 5390798.278658069, 166621.66685353324 5390803.129410711, 166627.3107517165 5390792.21522084, 166628.22357154102 5390790.480618011, 166619.32914422662 5390785.81407749, 166618.41632440212 5390787.5486794505, 166612.8837457097 5390798.278658069)));yes;1;0.0;0
buildings.2695;MULTIPOLYGON (((166664.33561435432 5390657.60793643, 166669.3672553382 5390679.129006196, 166679.31921781512 5390676.657611195, 166677.08169605018 5390667.386048237, 166675.99076504042 5390663.057275326, 166678.2060229072 5390662.489315916, 166676.38038325816 5390654.691390165, 166664.33561435432 5390657.60793643)));yes;1;0.0;0
buildings.2696;MULTIPOLYGON (((165534.78787322406 5390551.676495086, 165531.78224697267 5390567.993634267, 165547.1999964475 5390570.864102928, 165549.30393482352 5390559.505034285, 165540.49856310178 5390557.862575512, 165541.2889314864 5390553.579904006, 165538.85103463804 5390553.150101959, 165538.1719857442 5390552.321198063, 165534.78787322406 5390551.676495086)));yes;1;0.0;0
buildings.2697;MULTIPOLYGON (((166043.4845503021 5392032.278408473, 166037.96310355875 5392040.522717665, 166043.94096021436 5392044.591141108, 166045.45490528914 5392045.589056564, 166040.5902435415 5392052.835461259, 166046.73507943327 5392056.980652935, 166053.41424888087 5392046.924728188, 166054.56083963605 5392047.723060748, 166058.2343828322 5392042.242202072, 166043.4845503021 5392032.278408473)));yes;1;0.0;0
buildings.2698;MULTIPOLYGON (((165822.29272209585 5391540.964606391, 165823.5172364946 5391538.661850194, 165834.9274843009 5391544.572258916, 165839.36913198355 5391536.006005429, 165828.92736374715 5391530.494746169, 165832.80128202675 5391523.110585009, 165825.47645953254 5391519.257314059, 165822.51536107744 5391524.9527868265, 165820.1108600763 5391523.663245516, 165816.79353925065 5391530.049547098, 165819.7323738076 5391531.53866132, 165821.19065913698 5391532.336949459, 165819.98840863645 5391534.639704078, 165818.518991358 5391533.872119142, 165816.43731688015 5391537.909616628, 165822.29272209585 5391540.964606391)));yes;1;0.0;0
buildings.2699;MULTIPOLYGON (((168212.64501595072 5392257.533383501, 168210.44089003303 5392261.601902274, 168217.82137227265 5392265.63971701, 168219.23512980572 5392263.014369584, 168220.02549819034 5392261.555843563, 168212.64501595072 5392257.533383501)));yes;1;0.0;0
buildings.2700;MULTIPOLYGON (((168150.8960944077 5390692.836817787, 168139.007172791 5390686.727398692, 168137.01455390578 5390690.6570748305, 168138.2502002536 5390691.301787483, 168140.07583990262 5390692.222805632, 168137.3707762763 5390697.4419102175, 168135.54513662733 5390696.5208915435, 168133.11837172805 5390695.231465565, 168128.92162692512 5390703.428533802, 168142.0016670933 5390710.182677873, 168150.8960944077 5390692.836817787)));yes;1;0.0;0
buildings.2701;MULTIPOLYGON (((167789.4639717001 5392136.568692883, 167776.8292094951 5392144.383219018, 167778.0537238938 5392146.379071543, 167778.39881431527 5392146.164133555, 167779.7791760011 5392148.420982649, 167781.64934344642 5392147.254176245, 167783.4415872482 5392150.171192523, 167781.57141980287 5392151.322646574, 167779.50087727408 5392152.612275276, 167782.81819809976 5392157.985730136, 167789.1411451768 5392154.070784145, 167788.27285314864 5392152.642980724, 167792.43620210426 5392150.063723489, 167791.28961134914 5392148.1906919, 167791.05584041844 5392148.328866346, 167789.8981177142 5392146.440482397, 167793.98354302635 5392143.907285017, 167792.65884108588 5392141.742553258, 167793.07072320182 5392141.481557266, 167791.18942380746 5392138.426369421, 167790.76640974238 5392138.687365327, 167789.4639717001 5392136.568692883)));yes;1;0.0;0
buildings.2702;MULTIPOLYGON (((168233.45062878 5391499.346214409, 168235.78833808668 5391489.674685692, 168231.11291947335 5391488.554017141, 168231.80310031626 5391485.452989816, 168230.0665162599 5391485.023144524, 168227.6508833097 5391484.409079859, 168227.35032068452 5391485.8060770305, 168223.67677748838 5391484.884979969, 168219.4021090419 5391483.8410700755, 168216.45214253588 5391496.014908935, 168228.5637031342 5391498.947071755, 168228.77521016667 5391498.210193054, 168233.45062878 5391499.346214409)));yes;1;0.0;0
buildings.2703;MULTIPOLYGON (((166816.85444869022 5389754.167218442, 166823.1217360219 5389758.2039402975, 166825.0586951617 5389755.164887178, 166818.79140783 5389751.1435153885, 166816.85444869022 5389754.167218442)));yes;1;0.0;0
buildings.2704;MULTIPOLYGON (((167183.69669865034 5391866.871789205, 167176.52772344326 5391868.652650385, 167176.90620971195 5391870.2032280695, 167172.2307910986 5391871.354647312, 167172.78738855262 5391873.550020391, 167173.03229143232 5391873.473259089, 167173.55549303908 5391875.622575881, 167169.04705366195 5391876.743291261, 167169.63704696315 5391879.153597408, 167169.23629679633 5391879.261063299, 167170.09345687542 5391882.776733935, 167170.53873483857 5391882.669268003, 167171.18438788518 5391885.125632528, 167185.36649101225 5391881.53319963, 167184.8098935583 5391879.230358758, 167184.39801144233 5391879.337824651, 167183.76349034486 5391876.804700326, 167181.62615612158 5391877.357381942, 167180.8023918897 5391873.995235978, 167182.93972611296 5391873.457906826, 167185.19951177604 5391872.874520928, 167183.69669865034 5391866.871789205)));yes;1;0.0;0
buildings.2705;MULTIPOLYGON (((167872.10756166503 5390298.127502607, 167870.59361659025 5390300.36855181, 167868.02213635296 5390304.175266773, 167877.90730713535 5390310.530028299, 167881.8257532113 5390304.359462698, 167878.45277264024 5390302.195160812, 167872.10756166503 5390298.127502607)));yes;1;0.0;0
buildings.2706;MULTIPOLYGON (((167564.79897538113 5389875.760805696, 167562.2831548892 5389879.398507659, 167559.23300084146 5389877.295700864, 167556.56133306242 5389881.163637816, 167555.091915784 5389880.11990864, 167551.84138665278 5389884.8473887965, 167553.3441997785 5389885.845071608, 167548.1121837112 5389893.458162432, 167557.3850972943 5389899.920085159, 167562.78409259778 5389892.061405379, 167560.95845294875 5389890.818138295, 167561.82674497695 5389889.559522395, 167562.97333573212 5389890.31162212, 167567.67101824356 5389883.496679935, 167569.9196719576 5389885.09297225, 167572.5579438894 5389881.209684692, 167564.79897538113 5389875.760805696)));yes;1;0.0;0
buildings.2707;MULTIPOLYGON (((168414.901398773 5391915.36967416, 168414.73441953686 5391924.596429361, 168419.0647477287 5391924.673191091, 168419.2317269649 5391915.415731151, 168414.901398773 5391915.36967416)));yes;1;0.0;0
buildings.2708;MULTIPOLYGON (((168057.24300680336 5390446.882157397, 168051.65476836552 5390458.931834167, 168053.40248437098 5390459.745379785, 168049.74007312386 5390467.711990674, 168064.10028743622 5390474.404563112, 168068.01873351214 5390465.93139882, 168064.27839862148 5390464.196857084, 168062.530682616 5390463.398660999, 168064.23387082518 5390459.653280275, 168065.9927187797 5390460.512875718, 168071.08001950893 5390462.892113519, 168074.70903490882 5390455.032956146, 168071.77020035186 5390453.666814238, 168057.24300680336 5390446.882157397)));yes;1;0.0;0
buildings.2709;MULTIPOLYGON (((167335.33610900893 5390835.012427209, 167344.44204335584 5390839.63294087, 167348.89482298758 5390830.821730766, 167339.7888886407 5390826.201221498, 167335.33610900893 5390835.012427209)));yes;1;0.0;0
buildings.2710;MULTIPOLYGON (((165563.57509354322 5390346.786021649, 165564.0871632009 5390344.084469414, 165555.97197232203 5390342.580196347, 165555.47103461344 5390345.281748148, 165563.57509354322 5390346.786021649)));yes;1;0.0;0
buildings.2711;MULTIPOLYGON (((166776.82395980097 5392091.4472259395, 166768.83122036202 5392111.942999426, 166778.83884258431 5392115.781164299, 166786.82045007418 5392095.392850716, 166776.82395980097 5392091.4472259395)));yes;1;0.0;0
buildings.2712;MULTIPOLYGON (((167228.8478841161 5391613.19468301, 167227.8126128517 5391615.0061990805, 167223.01474279852 5391612.120055, 167224.08340991015 5391610.354594968, 167219.92006095452 5391607.882951492, 167222.64738847892 5391603.308110027, 167218.63988681036 5391600.913227476, 167212.3503355806 5391611.459926429, 167213.21862760876 5391611.981888554, 167216.1240663184 5391613.7012934005, 167213.84201675715 5391617.508548133, 167217.81612257852 5391619.8727312945, 167216.29104555462 5391622.482544577, 167221.76796450166 5391625.798543689, 167223.53794440528 5391622.835637015, 167228.02411988424 5391625.522210382, 167235.18196314224 5391613.471015949, 167230.37296113998 5391610.630927823, 167228.8478841161 5391613.19468301)));yes;1;0.0;0
buildings.2713;MULTIPOLYGON (((167059.4864108232 5389850.895539385, 167059.72018175392 5389846.782032625, 167057.30454880366 5389842.622481005, 167053.4640263713 5389841.855036262, 167050.79235859224 5389843.681554858, 167047.43050997032 5389838.616420142, 167040.23927086504 5389843.451321403, 167040.79586831905 5389844.234115177, 167028.6509118735 5389852.39973261, 167028.57298822995 5389852.276941315, 167018.1868797389 5389859.276047611, 167019.74535260999 5389861.593735287, 167018.04216440086 5389862.729555953, 167023.16286097735 5389870.419372488, 167035.29668547388 5389862.253739171, 167034.51744903828 5389861.117918565, 167040.39511815217 5389857.142547544, 167041.54170890735 5389858.846277774, 167042.43226483368 5389860.166285194, 167043.63451533427 5389860.273727668, 167048.86653140152 5389856.712777806, 167048.88879529972 5389855.791842721, 167052.74044968115 5389853.213224965, 167055.30079796936 5389853.735088028, 167059.4864108232 5389850.895539385)));yes;1;0.0;0
buildings.2714;MULTIPOLYGON (((167431.12653083657 5392042.779541016, 167426.67375120486 5392044.637198742, 167426.02809815822 5392047.262484261, 167427.61996687658 5392047.769118397, 167429.89088448876 5392053.203922666, 167430.38069024822 5392052.973634286, 167432.0727465083 5392057.072768326, 167444.16204320846 5392052.052480819, 167442.39206330484 5392047.723060748, 167441.30113229508 5392048.168284702, 167439.64247188222 5392044.2073275, 167441.33452814232 5392043.547168129, 167436.41420664926 5392031.618249952, 167434.9225254726 5392032.216998378, 167433.34178870334 5392028.348163098, 167434.43271971314 5392027.902940095, 167432.62934396227 5392023.558178804, 167420.54004726213 5392028.578450866, 167422.46587445287 5392033.1995599745, 167421.9426728461 5392033.414495337, 167424.16906266197 5392038.818586114, 167423.189451143 5392039.954673779, 167425.20433392638 5392041.351754751, 167429.85748864152 5392039.647623043, 167431.12653083657 5392042.779541016)));yes;1;0.0;0
buildings.2715;MULTIPOLYGON (((166509.4345429155 5389993.303813698, 166517.52746989616 5389987.286950746, 166513.7982669546 5389982.329181404, 166519.7761236102 5389977.862586526, 166517.07105998392 5389974.240195013, 166517.59426159068 5389971.7996862745, 166511.56074518964 5389970.602455808, 166502.8666929587 5389977.156527052, 166501.43067152746 5389981.254742578, 166502.98914439857 5389983.342223839, 166505.42704124696 5389984.155727696, 166504.98176328375 5389986.596239687, 166502.62179007893 5389988.37673941, 166506.33986107144 5389993.365210281, 166509.4345429155 5389993.303813698)));yes;1;0.0;0
buildings.2716;MULTIPOLYGON (((168698.61025300878 5389890.971628046, 168706.69204804036 5389885.599488138, 168704.37660263188 5389882.192018152, 168696.42839098925 5389887.671598876, 168698.61025300878 5389890.971628046)));yes;1;0.0;0
buildings.2717;MULTIPOLYGON (((166498.34712163248 5390796.574755055, 166498.9482468828 5390796.927816019, 166506.41778471504 5390801.057095191, 166506.7406112383 5390800.5965806935, 166510.52547392529 5390795.116459931, 166514.27694076503 5390789.713094739, 166504.94836743653 5390784.079475855, 166498.34712163248 5390796.574755055)));yes;1;0.0;0
buildings.2718;MULTIPOLYGON (((167007.71171565528 5391908.967754571, 167011.6746895275 5391914.003316848, 167015.17012153842 5391918.455493098, 167022.25004115285 5391912.56019811, 167020.6804363327 5391910.518339003, 167025.72320926562 5391906.4960314045, 167028.0497866232 5391904.638401385, 167034.6065046309 5391899.35720733, 167026.48018180302 5391888.886941974, 167018.4651784659 5391895.273495386, 167015.94935797396 5391892.110922715, 167010.13848055457 5391896.793372927, 167008.36850065098 5391894.582642039, 167004.21628364435 5391897.883386268, 167010.9288489392 5391906.342508247, 167007.71171565528 5391908.967754571)));yes;1;0.0;0
